@relation 'robocall-oneshot-weka.filters.unsupervised.attribute.Remove-R7,16,18,29,34'

@attribute smean numeric
@attribute smax numeric
@attribute smin numeric	
@attribute sstandard_deviation numeric
@attribute svariance numeric	
@attribute srange numeric
@attribute sCV numeric 
@attribute sskewness numeric	
@attribute skurtosis numeric
@attribute squantile25 numeric
@attribute squantile50 numeric
@attribute squantile75 numeric
@attribute smeanCrossingRate numeric
@attribute sPower numeric
@attribute sEntropy numeric	
@attribute sfrequency_ratio numeric
@attribute irrk numeric
@attribute irrj numeric 
@attribute sharpness numeric
@attribute smoothness numeric
@attribute specCentroid numeric
@attribute specStdDev numeric
@attribute specCrest numeric
@attribute specSkewness numeric
@attribute specKurt numeric
@attribute maxFreq numeric
@attribute maxMgx numeric
@attribute numPeaks numeric
@attribute zeroCrossingRate numeric
@attribute slopeChanges numeric
@attribute numInflectionPoints numeric
@attribute totalPeak numeric
@attribute silentTime numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute class {robo,human}


@data
6.3689e-05,0.06827,-0.016868,0.0031912,1.0184e-05,0.085138,5010.5051,6.6384,133.5949,-0.0012473,-1.509e-06,0.001275,0,11.6805,54.7758,0.0020408,-0.094506,11437490.3122,1.642094640295689e+184,228088.5499,50.5336,60.3573,0.031744,31.4994,154.098,125.2303,0.06827,708,1130,1417,1270,98,0.1,0.057675,0.0010895,-0.10675,0.039306,0.03147,0.0072395,0.029551,0.038658,0.045029,0.060998,robo
0.0001261,0.29559,-0.15466,0.0094745,8.9766e-05,0.45025,7513.5017,11.8719,435.2469,-0.0016219,1.4995e-05,0.0016286,0.00079872,214.3894,53.8483,0.0012914,-0.36339,892988.5299,1.257663989278995e+184,217346.0823,56.717,65.0558,0.058241,39.3557,538.8487,125.221,0.29559,686,1093,1372,1255,99,0.1,-0.039234,-0.13833,-0.32559,0.1709,0.14824,0.046439,0.10807,0.16121,0.20967,0.31232,robo
-4.3432e-05,0.069126,-0.062131,0.0048406,2.3431e-05,0.13126,-11145.2797,-0.79848,57.2758,-0.0016726,-1.8022e-05,0.0017474,0,13.0334,54.476,0.0016536,0.022391,6614927.7136,1.265747440746034e+184,218159.4273,54.1691,62.8266,0.034266,35.6714,257.5642,125.2134,0.069126,685,1072,1369,1274,99,0.1,-0.045301,-0.10417,-0.22799,-0.026022,-0.027516,-0.0081622,-0.03068,-0.039343,-0.045883,-0.061599,robo
-1.8655e-05,0.015084,-0.062756,0.0028698,8.2357e-06,0.07784,-15383.423,-4.5228,101.0655,-0.0012549,-2.4199e-05,0.0012744,0,9.5516,53.9392,0.0015276,0.034718,31405662.6119,9.306222938644982e+183,228220.8426,59.6681,68.3325,0.019569,10.4962,166.9488,125.2187,0.015084,683,1031,1366,1264,97,0.1,0.044688,-0.061859,0.12834,-0.032373,-0.033803,-0.0095211,-0.02341,-0.034108,-0.043677,-0.064181,robo
2.184e-05,0.020045,-0.017261,0.0028607,8.1837e-06,0.037306,13098.6381,0.18088,6.7481,-0.0013912,2.2492e-05,0.0013961,0,7.8101,54.6905,0.0014257,-0.036768,16561681.2473,1.128177208864202e+184,224402.8206,65.4917,72.4972,0.016212,5.9146,180.6579,125.2216,0.020045,682,1078,1365,1270,96,0.1,-0.17948,-0.014032,-0.031407,0.0058293,0.00042111,-0.00063958,0.0025353,0.0018605,0.0016396,0.00079144,robo
5.1345e-05,0.063561,-0.018106,0.0032971,1.0871e-05,0.081667,6421.4942,3.0795,61.8734,-0.0014773,2.2629e-05,0.001571,0,9.1049,54.9071,0.0019693,-0.067695,91805614.5945,1.631328287273435e+184,222222.8808,56.4619,65.3756,0.035005,17.1374,181.0059,125.2222,0.063561,687,1080,1375,1256,97,0.1,-0.013408,0.097756,-0.04202,0.013962,0.011721,0.0032542,0.015791,0.017394,0.018702,0.021972,robo
8.5558e-05,0.081866,-0.029555,0.0036483,1.331e-05,0.11142,4264.1029,6.5402,138.1448,-0.0013391,5.0889e-06,0.0013599,0,14.0401,54.9599,0.0015661,-0.13719,22359331.2271,1.516760258328548e+184,226427.7132,52.1267,62.5429,0.031296,34.0428,178.1097,125.2061,0.081866,718,1132,1437,1262,97,0.1,0.070707,0.034213,-0.048534,0.03585,0.029055,0.010837,0.034414,0.042549,0.049232,0.064728,robo
7.8781e-05,0.083659,-0.020567,0.0033803,1.1426e-05,0.10423,4290.7398,6.9878,164.6086,-0.0012854,2.1526e-05,0.0013241,0,18.8304,54.4552,0.0014874,-0.17056,7264504.9309,1.235079164888585e+184,227601.9511,52.8904,62.7689,0.030263,30.0538,172.9657,125.2195,0.083659,693,1098,1387,1268,92,0.8,-0.078281,0.10061,0.0062945,0.042845,0.040583,0.012617,0.03594,0.049532,0.060366,0.085297,robo
4.0528e-05,0.040522,-0.01694,0.0027963,7.8194e-06,0.057462,6899.6451,1.3908,24.7114,-0.001336,2.9531e-05,0.0013244,0,10.546,54.6083,0.0015527,-0.086062,2653402.0304,1.280408642735963e+184,226914.008,58.8082,67.3028,0.018778,12.9895,160.869,125.2138,0.040522,698,1128,1397,1271,97,0.3,0.0042186,0.087521,-0.17844,0.022878,0.019419,0.0033452,0.015169,0.020784,0.02539,0.035814,robo
1.1774e-05,0.018308,-0.032222,0.0024246,5.8787e-06,0.05053,20591.9726,-1.036,19.393,-0.0011954,5.1241e-05,0.0011794,0,4.5342,54.7343,0.0015507,-0.079022,52630022.7368,1.126986672919021e+184,230289.2517,64.084,70.4427,0.01577,6.0563,151.9002,125.2159,0.018308,700,1087,1400,1232,93,1.2,-0.040798,-0.036856,-0.15353,0.012106,0.0071119,0.0026298,0.0027819,0.0066787,0.010731,0.018523,robo
